ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
70	"ENSG00000186575"	"NF2"	chr22	+	29683019	29683079	29683019	29683064	29694751	29694811	70	2,5	45,60	7,19	157,156	114	99	0.406624634765	0.8316832785036822	0.037,0.067	0.037,0.096	-0.014
71	"ENSG00000093000"	"NUP50"	chr22	+	45170987	45171177	45170987	45171143	45171599	45171683	71	149,119	5,5	54,70	0,3	133	99	0.207888827748	0.5325252435214948	0.957,0.947	1.0,0.946	-0.021
72	"ENSG00000100150"	"DEPDC5"	chr22	+	31784813	31785107	31784813	31784875	31792032	31792102	72	2,0	46,64	8,1	37,69	331	99	0.13096201538	0.38320443451015895	0.013,0.0	0.061,0.004	-0.026
73	"ENSG00000100150"	"DEPDC5"	chr22	+	31797599	31797703	31797599	31797699	31798581	31798656	73	67,95	2,2	56,89	0,0	103	99	0.60771372384	1.0	0.97,0.979	1.0,1.0	-0.026
74	"ENSG00000100150"	"DEPDC5"	chr22	+	31810520	31810665	31810520	31810641	31814991	31815212	74	3,2	61,105	0,0	64,67	123	99	0.800969873944	1.0	0.038,0.015	0.0,0.0	0.026
75	"ENSG00000100150"	"DEPDC5"	chr22	+	31838684	31838845	31838684	31838721	31843094	31843212	75	104,148	0,0	104,123	0,1	223	99	1	1.0	1.0,1.0	1.0,0.982	0.009
76	"ENSG00000100150"	"DEPDC5"	chr22	+	31905983	31906094	31905983	31906066	31906204	31906975	76	5,4	78,84	1,9	73,67	127	99	0.77814701337	1.0	0.048,0.036	0.011,0.095	-0.011
77	"ENSG00000291299"	NA	chr22	-	23686830	23686995	23686837	23686995	23659875	23660000	77	27,20	6,20	29,9	7,13	106	99	0.841198651083	1.0	0.808,0.483	0.795,0.393	0.051
78	"ENSG00000291299"	NA	chr22	-	23686830	23686995	23686837	23686995	23678609	23678842	78	4,3	6,5	8,0	0,5	106	99	0.68736617717	1.0	0.384,0.359	1.0,0.0	-0.129
79	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197157	31196935	31196990	31201497	31201615	79	17,23	117,147	32,43	273,274	266	99	0.767366225213	1.0	0.051,0.055	0.042,0.055	0.004
80	"ENSG00000185133"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31126375	31126489	80	15,15	0,0	638,382	1,0	1203	99	1	1.0	1.0,1.0	0.981,1.0	0.01
81	"ENSG00000070371"	"CLTCL1"	chr22	-	19201328	19201493	19201390	19201493	19199733	19199841	81	24,14	0,0	58,51	13,8	161	99	4.52799031458e-06	8.613711807735907e-05	1.0,1.0	0.733,0.797	0.235
82	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29288605	29288755	29292136	29292169	82	43,43	4,0	63,72	3,2	130	99	0.696696119335	1.0	0.891,1.0	0.941,0.965	-0.007
83	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29292136	29292169	83	5184,6326	4,0	4504,4465	3,2	2943	99	0.64134712164	1.0	0.978,1.0	0.981,0.987	0.005
84	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29292136	29292169	84	5143,6286	2,3	4457,4416	16,23	2912	99	3.05489411545e-10	1.6297195998509348e-08	0.989,0.986	0.904,0.867	0.102
85	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299598	29299851	85	231,257	0,0	320,319	0,1	484	99	1	1.0	1.0,1.0	1.0,0.985	0.008
86	"ENSG00000228315"	"GUSBP11"	chr22	-	23690231	23690356	23690235	23690356	23638486	23638942	86	9,9	0,0	14,2	2,3	103	99	0.000765186578543	0.006912028946298854	1.0,1.0	0.871,0.391	0.369
87	"ENSG00000228315"	"GUSBP11"	chr22	-	23690231	23690356	23690235	23690356	23659864	23660000	87	30,38	17,13	40,50	25,15	103	99	0.973332953302	1.0	0.629,0.738	0.606,0.762	-0.0
88	"ENSG00000228315"	"GUSBP11"	chr22	-	23694118	23695517	23695172	23695517	23659864	23660000	88	590,851	1,4	638,497	0,1	1153	99	0.13234177153	0.38632042902611424	0.981,0.948	1.0,0.977	-0.024
91	"ENSG00000228315"	"GUSBP11"	chr22	-	23694118	23695517	23695172	23695517	23690235	23690356	91	612,864	0,2	685,523	1,2	1153	99	0.504117004154	0.9438731903819296	1.0,0.974	0.983,0.957	0.017
92	"ENSG00000291064"	"RPL23AP7"	chr22	+	50783763	50784021	50783763	50783864	50785172	50785293	92	88,74	109,142	222,189	195,217	256	99	0.00669804333641	0.03889366778228209	0.238,0.168	0.306,0.252	-0.076
93	"ENSG00000291064"	"RPL23AP7"	chr22	+	50783765	50784072	50783765	50784021	50785172	50785293	93	10,12	72,65	16,28	168,139	150	99	0.931075197763	1.0	0.084,0.109	0.059,0.117	0.009
94	"ENSG00000291064"	"RPL23AP7"	chr22	+	50788749	50788802	50788749	50788798	50788894	50789179	94	0,0	9,4	0,2	9,15	103	99	0.529061714298	0.9713098106388718	0.0,0.0	0.0,0.114	-0.057
95	"ENSG00000100401"	"RANGAP1"	chr22	-	41285543	41286187	41285985	41286187	41280932	41281082	95	97,100	344,395	224,288	349,663	541	99	1.30216783945e-06	2.9227315957411276e-05	0.049,0.044	0.105,0.074	-0.043
96	"ENSG00000235478"	"LINC01664"	chr22	+	17130361	17130484	17130361	17130443	17131614	17132105	96	14,18	2,2	18,3	0,0	140	99	0.00876014024936	0.048673322653425145	0.832,0.864	1.0,1.0	-0.152
97	"ENSG00000196588"	"MRTFA"	chr22	-	40416975	40417046	40416985	40417046	40410281	40411907	97	1,0	164,186	0,0	131,90	109	99	1	1.0	0.006,0.0	0.0,0.0	0.003
98	"ENSG00000196588"	"MRTFA"	chr22	-	40463220	40463286	40463242	40463286	40435498	40435554	98	136,204	1,6	120,125	4,0	121	99	0.586620638467	1.0	0.991,0.965	0.961,1.0	-0.002
99	"ENSG00000100083"	"GGA1"	chr22	+	37616921	37617048	37616921	37616997	37618447	37618546	99	42,67	201,220	84,100	323,291	150	99	0.349949438328	0.7593067388655279	0.121,0.167	0.146,0.185	-0.021
100	"ENSG00000100099"	"HPS4"	chr22	-	26463916	26464826	26464590	26464826	26458444	26458577	100	1711,2116	1,0	1642,2015	0,0	773	99	1	1.0	0.995,1.0	1.0,1.0	-0.002
101	"ENSG00000100099"	"HPS4"	chr22	-	26463916	26466262	26466225	26466262	26458444	26458577	101	2374,2745	0,2	2069,2565	0,0	2408	99	1	1.0	1.0,0.983	1.0,1.0	-0.008
102	"ENSG00000100099"	"HPS4"	chr22	-	26466225	26468623	26468550	26468623	26458444	26458577	102	850,965	0,0	195,315	0,1	2424	99	1	1.0	1.0,1.0	1.0,0.928	0.036
103	"ENSG00000100099"	"HPS4"	chr22	-	26465454	26466262	26466225	26466262	26463916	26464826	103	639,617	0,2	385,518	11,19	870	99	4.93713958605e-11	3.0289351360416748e-09	1.0,0.972	0.799,0.756	0.208
104	"ENSG00000100099"	"HPS4"	chr22	-	26483673	26483783	26483764	26483783	26481721	26482240	104	83,79	23,29	47,56	30,29	190	99	0.0182700915234	0.08605528713708945	0.653,0.587	0.449,0.502	0.144
105	"ENSG00000100099"	"HPS4"	chr22	-	26483744	26483846	26483764	26483846	26481721	26482240	105	12,6	23,29	7,11	30,29	119	99	0.808101696305	1.0	0.303,0.147	0.163,0.24	0.023
114	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41220733	41220868	114	360,489	4,0	302,395	0,12	2433	99	0.167215383227	0.45910162998068377	0.786,1.0	1.0,0.573	0.107
115	"ENSG00000100325"	"ASCC2"	chr22	-	29801993	29802208	29802114	29802208	29800990	29801110	115	516,698	0,0	886,976	2,0	220	99	1	1.0	1.0,1.0	0.995,1.0	0.002
116	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29825621	29825780	116	4,5	2,0	6,1	8,6	146	99	0.0018488289607	0.01407611968636691	0.576,1.0	0.337,0.102	0.569
117	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29832244	29832342	117	6,6	27,30	8,12	64,64	146	99	0.613090987227	1.0	0.131,0.119	0.078,0.113	0.029
118	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29833540	29833614	118	9,5	7,16	6,2	5,9	146	99	0.778299206747	1.0	0.466,0.175	0.449,0.131	0.03
119	"ENSG00000099953"	"MMP11"	chr22	+	23779186	23779416	23779186	23779368	23780358	23780502	119	2,1	0,0	11,7	0,1	147	99	1	1.0	1.0,1.0	1.0,0.825	0.088
122	"ENSG00000100242"	"SUN2"	chr22	-	38740266	38741050	38740888	38741050	38739721	38739943	122	2175,2642	0,2	1598,1855	2,0	721	99	1	1.0	1.0,0.995	0.991,1.0	0.002
123	"ENSG00000100242"	"SUN2"	chr22	-	38740266	38741050	38741006	38741050	38739721	38739943	123	2372,2803	0,0	1718,2010	0,1	839	99	1	1.0	1.0,1.0	1.0,0.996	0.002
124	"ENSG00000100242"	"SUN2"	chr22	-	38740888	38741050	38741006	38741050	38739721	38739943	124	197,163	0,0	122,155	0,1	217	99	1	1.0	1.0,1.0	1.0,0.986	0.007
125	"ENSG00000100242"	"SUN2"	chr22	-	38740888	38741050	38741006	38741050	38740266	38740432	125	198,177	964,1210	136,159	637,843	217	99	0.285663869222	0.6662421520230731	0.086,0.063	0.089,0.079	-0.009
126	"ENSG00000100241"	"SBF1"	chr22	-	50448526	50448650	50448542	50448650	50448232	50448444	126	0,8	624,694	3,1	543,405	115	99	1	1.0	0.0,0.01	0.005,0.002	0.002
127	"ENSG00000100241"	"SBF1"	chr22	-	50448526	50448650	50448544	50448650	50448232	50448444	127	2,10	0,2	8,3	1,0	117	99	0.762945841816	1.0	1.0,0.809	0.871,1.0	-0.031
128	"ENSG00000100241"	"SBF1"	chr22	-	50448542	50448650	50448544	50448650	50448232	50448444	128	626,696	0,2	548,407	1,0	101	99	1	1.0	1.0,0.997	0.998,1.0	-0.001
129	"ENSG00000100241"	"SBF1"	chr22	-	50455015	50455409	50455223	50455409	50454813	50454944	129	667,789	0,0	534,473	2,2	307	99	1	1.0	1.0,1.0	0.989,0.987	0.012
130	"ENSG00000100241"	"SBF1"	chr22	-	50455478	50455582	50455480	50455582	50455223	50455409	130	7,19	607,613	10,4	429,337	101	99	0.562994843456	1.0	0.011,0.029	0.022,0.012	0.003
131	"ENSG00000100241"	"SBF1"	chr22	-	50459469	50460159	50459951	50460159	50456491	50456673	131	275,344	0,0	146,119	0,2	581	99	0.532263840123	0.9745153919387033	1.0,1.0	1.0,0.91	0.045
132	"ENSG00000100241"	"SBF1"	chr22	-	50459469	50460159	50459951	50460159	50459254	50459392	132	669,795	6,0	466,378	0,2	581	99	0.316411812154	0.7153065263119129	0.95,1.0	1.0,0.97	-0.01
133	"ENSG00000100241"	"SBF1"	chr22	-	50459951	50460159	50459969	50460159	50459469	50459666	133	422,511	7,5	385,411	2,0	117	99	0.558583726173	1.0	0.981,0.989	0.994,1.0	-0.012
135	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467690	50467540	50467690	50467337	50467448	135	454,566	35,48	248,214	18,17	108	99	0.685098444945	1.0	0.922,0.915	0.927,0.92	-0.005
138	"ENSG00000184949"	"FAM227A"	chr22	-	38639614	38639724	38639654	38639724	38638745	38638822	138	1,8	30,17	0,4	3,3	139	99	0.688084551818	1.0	0.023,0.251	0.0,0.487	-0.106
140	"ENSG00000206140"	"TMEM191C"	chr22	+	21468943	21469027	21468943	21469003	21469129	21469194	140	2,0	0,0	1,1	1,0	123	99	1	1.0	1.0,NA	0.446,1.0	0.277
141	"ENSG00000206140"	"TMEM191C"	chr22	+	21468943	21469062	21468943	21469003	21469273	21469346	141	7,1	1,5	9,4	1,1	158	99	0.0373742309463	0.148729236879276	0.814,0.111	0.849,0.715	-0.32
142	"ENSG00000254413"	"CHKB-CPT1B"	chr22	-	50579726	50579830	50579790	50579830	50579425	50579507	142	746,769	1,0	520,438	0,1	163	99	1	1.0	0.998,1.0	1.0,0.996	0.001
143	"ENSG00000100139"	"MICALL1"	chr22	+	37927410	37927826	37927410	37927820	37931798	37931933	143	122,241	4,4	237,269	9,12	105	99	0.0821636121497	0.27304244597547117	0.966,0.983	0.961,0.955	0.016
144	"ENSG00000100129"	"EIF3L"	chr22	+	37851279	37851561	37851279	37851490	37855564	37855644	144	2,5	3995,4540	1,0	1864,2515	170	99	1	1.0	0.0,0.001	0.0,0.0	0.001
145	"ENSG00000099991"	"CABIN1"	chr22	+	24098013	24098192	24098013	24098105	24113565	24113748	145	313,326	15,21	286,304	13,17	186	99	0.693206545129	1.0	0.917,0.892	0.921,0.905	-0.008
146	"ENSG00000161179"	"YDJC"	chr22	-	21629009	21629761	21629601	21629761	21628088	21628787	146	276,302	0,1	555,678	0,0	691	99	1	1.0	1.0,0.977	1.0,1.0	-0.012
147	"ENSG00000161179"	"YDJC"	chr22	-	21629542	21629761	21629601	21629761	21629307	21629407	147	100,167	134,183	246,263	206,203	158	99	0.00616634495292	0.03659670958176392	0.319,0.364	0.428,0.448	-0.096
148	"ENSG00000128298"	"BAIAP2L2"	chr22	-	38098344	38098482	38098410	38098482	38098062	38098179	148	5,0	11,4	3,0	11,0	165	99	1	1.0	0.214,0.0	0.141,NA	-0.034
150	"ENSG00000185386"	"MAPK11"	chr22	-	50267137	50267286	50267256	50267286	50266933	50267048	150	37,14	0,0	48,55	0,1	218	99	1	1.0	1.0,1.0	1.0,0.962	0.019
151	"ENSG00000185386"	"MAPK11"	chr22	-	50267252	50267286	50267256	50267286	50267126	50267174	151	4,4	412,540	5,2	297,272	103	99	0.948830329483	1.0	0.009,0.007	0.016,0.007	-0.003
152	"ENSG00000188130"	"MAPK12"	chr22	-	50256787	50256964	50256934	50256964	50256598	50256646	152	51,71	79,132	70,90	239,240	246	99	0.00198417561719	0.014950791622717546	0.206,0.178	0.105,0.131	0.074
153	"ENSG00000128159"	"TUBGCP6"	chr22	-	50219287	50219791	50219643	50219791	50219067	50219209	153	431,457	0,0	362,408	2,0	455	99	1	1.0	1.0,1.0	0.975,1.0	0.012
154	"ENSG00000128159"	"TUBGCP6"	chr22	-	50220191	50221874	50220250	50221874	50219956	50220015	154	115,129	66,80	66,86	83,75	158	99	0.0039764809744	0.02574745200838417	0.522,0.503	0.333,0.418	0.137
155	"ENSG00000128159"	"TUBGCP6"	chr22	-	50220191	50221874	50221274	50221874	50219956	50220015	155	1849,2356	0,2	1663,1807	0,0	1182	99	1	1.0	1.0,0.99	1.0,1.0	-0.005
156	"ENSG00000128159"	"TUBGCP6"	chr22	-	50220250	50221874	50221274	50221874	50219956	50220015	156	1800,2307	0,2	1680,1796	0,0	1123	99	1	1.0	1.0,0.99	1.0,1.0	-0.005
158	"ENSG00000100209"	"HSCB"	chr22	+	28743881	28743978	28743881	28743923	28744614	28744704	158	193,249	11,0	281,292	11,10	154	99	0.262826312883	0.6298591521629707	0.919,1.0	0.943,0.949	0.014
159	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28745255	28745543	159	12,5	1,0	7,8	10,7	104	99	1.55570864868e-06	3.4188439019648237e-05	0.92,1.0	0.4,0.521	0.499
160	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28745863	28746008	160	35,72	30,59	68,84	74,79	104	99	0.358612645059	0.7712843391540631	0.526,0.537	0.467,0.503	0.047
161	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28751240	28751288	161	15,15	16,6	22,29	5,13	104	99	0.140793781839	0.40473401870313075	0.472,0.704	0.807,0.68	-0.156
165	"ENSG00000100413"	"POLR3H"	chr22	-	41532603	41532745	41532658	41532745	41532093	41532157	165	28,22	129,163	49,45	272,269	154	99	0.90413478279	1.0	0.122,0.08	0.104,0.097	0.001
166	"ENSG00000100359"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407412	40407568	166	888,932	0,0	743,688	1,6	356	99	0.822173635798	1.0	1.0,1.0	0.995,0.97	0.018
167	"ENSG00000100359"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407788	40407843	167	1472,1673	0,0	1654,1737	1,0	339	99	1	1.0	1.0,1.0	0.998,1.0	0.001
168	"ENSG00000100359"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409464	40409525	168	1374,1610	0,0	2023,1926	1,0	453	99	1	1.0	1.0,1.0	0.998,1.0	0.001
170	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833206	37833158	37833206	37832636	37832744	170	175,278	0,0	737,722	9,23	300	99	1.88877068604e-05	0.00029903504926078454	1.0,1.0	0.964,0.912	0.062
171	"ENSG00000205593"	"DENND6B"	chr22	-	50313813	50314272	50314206	50314272	50313634	50313724	171	134,163	0,0	280,111	1,1	492	99	0.477683710302	0.9129562500631683	1.0,1.0	0.983,0.957	0.03
176	"ENSG00000198089"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31607936	31608033	176	2368,2885	4,0	283,472	0,2	1584	99	0.354623348005	0.7662862013539213	0.974,1.0	1.0,0.937	0.018
178	"ENSG00000244625"	"MIATNB"	chr22	+	26726643	26726794	26726643	26726720	26774155	26774217	178	8,17	3,0	5,9	0,0	173	99	0.0989221795044	0.31280641742879306	0.604,1.0	1.0,1.0	-0.198
179	"ENSG00000100365"	"NCF4"	chr22	+	36875652	36875787	36875652	36875783	36876028	36876094	179	0,0	0,3	0,2	20,21	103	99	1	1.0	NA,0.0	0.0,0.084	-0.042
182	"ENSG00000099917"	"MED15"	chr22	+	20537116	20537215	20537116	20537204	20551435	20551487	182	34,29	298,331	11,25	363,328	110	99	0.00452277415397	0.028548274760468638	0.093,0.073	0.027,0.064	0.037
187	"ENSG00000183878"	"UTY"	chrY	-	13355002	13355398	13355374	13355398	13335562	13336335	187	262,438	1,5	321,92	4,1	471	99	0.829969535457	1.0	0.982,0.948	0.944,0.951	0.017
188	"ENSG00000012817"	"KDM5D"	chrY	-	19708243	19708423	19708321	19708423	19707933	19708071	188	355,509	1,6	342,64	2,0	177	99	0.700199163278	1.0	0.995,0.979	0.99,1.0	-0.008
189	"ENSG00000012817"	"KDM5D"	chrY	-	19715583	19715739	19715614	19715739	19710375	19710472	189	18,12	0,0	10,9	5,3	130	99	3.76948290814e-06	7.389332130126877e-05	1.0,1.0	0.604,0.696	0.35
190	"ENSG00000012817"	"KDM5D"	chrY	-	19715583	19715739	19715614	19715739	19715351	19715499	190	16,11	151,226	9,5	93,20	130	99	0.221378863747	0.5570031424830533	0.075,0.036	0.069,0.16	-0.059
195	"ENSG00000167785"	"ZNF558"	chr19	-	8821441	8822091	8822002	8822091	8821179	8821306	195	1220,1354	63,120	281,252	91,125	660	99	0	0.0	0.744,0.629	0.317,0.232	0.412
196	"ENSG00000127616"	"SMARCA4"	chr19	+	11025421	11025619	11025421	11025508	11026299	11026346	196	36,31	436,573	25,31	532,476	210	99	0.388168309165	0.8097747498080844	0.037,0.025	0.022,0.03	0.005
197	"ENSG00000105146"	"AURKC"	chr19	+	57232541	57232685	57232541	57232680	57233459	57233608	197	4,0	0,5	0,10	13,6	104	99	0.649831793074	1.0	1.0,0.0	0.0,0.613	0.194
198	"ENSG00000130299"	"GTPBP3"	chr19	+	17337558	17337664	17337558	17337576	17338007	17338255	198	26,47	0,0	54,48	4,0	187	99	0.125660897888	0.3715323414664482	1.0,1.0	0.877,1.0	0.061
199	"ENSG00000160117"	"ANKLE1"	chr19	+	17283224	17283962	17283224	17283884	17284088	17284266	199	39,28	7,5	6,33	1,2	177	99	0.0608406411979	0.21544434848433852	0.757,0.758	0.77,0.902	-0.079
200	"ENSG00000129991"	"TNNI3"	chr19	-	55154707	55154830	55154740	55154830	55154029	55154206	200	0,0	3,2	2,0	37,35	132	99	0.737997664636	1.0	0.0,0.0	0.039,0.0	-0.019
201	"ENSG00000129991"	"TNNI3"	chr19	-	55157250	55157308	55157295	55157308	55157049	55157133	201	0,0	9,2	0,1	15,5	144	99	1	1.0	0.0,0.0	0.0,0.121	-0.06
202	"ENSG00000105048"	"TNNT1"	chr19	-	55146659	55146707	55146680	55146707	55145543	55145565	202	2,7	180,213	4,3	992,780	120	99	0.395496997519	0.8192596780345747	0.009,0.026	0.003,0.003	0.014
203	"ENSG00000105048"	"TNNT1"	chr19	-	55147104	55147168	55147125	55147168	55147007	55147021	203	0,0	0,2	1,0	81,29	120	99	1	1.0	NA,0.0	0.01,0.0	-0.005
204	"ENSG00000142453"	"CARM1"	chr19	+	10908549	10908668	10908549	10908633	10909102	10909207	204	19,23	0,2	18,19	0,2	134	99	0.733914792103	1.0	1.0,0.895	1.0,0.875	0.01
205	"ENSG00000142453"	"CARM1"	chr19	+	10908549	10908747	10908549	10908633	10909102	10909207	205	58,82	0,2	59,49	0,2	213	99	0.745932676805	1.0	1.0,0.95	1.0,0.919	0.015
